city,locality,apartment_name,bhk,area_sqft,price_per_sqft_inr,price_in_inr,price_in_lakhs,year_built,floor_no,total_floors,furnishing,near_metro,generated_at
Gurgaon,MG Road,Palace Arcade,3,1606,11586,18607116,186.07,2003,2,28,Semi-Furnished,Yes,2026-01-19
Mumbai,BKC,Amber Bloom,2,859,23244,19966596,199.67,2013,3,19,Semi-Furnished,No,2026-01-19
Mohali,Kharar,Lotus Heights,1,731,5191,3794621,37.95,2003,8,12,Semi-Furnished,No,2026-01-19
Nagpur,Sitabuldi,Royal Terrace,2,899,3144,2826456,28.26,2009,2,28,Semi-Furnished,Yes,2026-01-19
Mumbai,Versova,Cedar Grove,2,1050,24611,25841550,258.42,2023,4,26,Furnished,Yes,2026-01-19
Lucknow,Indira Nagar,Lotus Enclave,2,1119,3060,3424140,34.24,1998,3,14,Unfurnished,No,2026-01-19
Mohali,Kharar,Green Villas,4,2462,7144,17588528,175.89,2010,6,10,Semi-Furnished,Yes,2026-01-19
Gurgaon,Sector 14,Royal Arcade,1,574,11697,6714078,67.14,1991,7,34,Unfurnished,No,2026-01-19
Vadodara,Gotri,Amber Grove,2,883,3476,3069308,30.69,2006,3,3,Unfurnished,No,2026-01-19
Coimbatore,Gandhipuram,Hill Arcade,2,911,3122,2844142,28.44,2020,1,21,Semi-Furnished,Yes,2026-01-19
Thane,Kolshet,Urban Garden,2,1013,12733,12898529,128.99,2019,14,35,Furnished,No,2026-01-19
Noida,Sector 76,Palace Bay,3,1144,7151,8180744,81.81,2010,7,10,Semi-Furnished,Yes,2026-01-19
Chennai,Adyar,Crown Villas,2,1091,8565,9344415,93.44,2024,1,18,Unfurnished,Yes,2026-01-19
Thane,Wagle Estate,Ocean Bloom,2,1373,16346,22443058,224.43,1986,4,31,Semi-Furnished,Yes,2026-01-19
Gurgaon,DLF Phase 1,Pride Residency,2,895,8140,7285300,72.85,1996,4,33,Furnished,No,2026-01-19
Chandigarh,Sector 35,Pearl Square,1,762,6136,4675632,46.76,2020,3,15,Furnished,No,2026-01-19
Bengaluru,Indiranagar,Amber Square,2,1156,12556,14514736,145.15,2006,3,18,Furnished,Yes,2026-01-19
Vadodara,Alkapuri,Sunrise Grove,2,936,3559,3331224,33.31,1989,2,31,Semi-Furnished,Yes,2026-01-19
Noida,Sector 18,Oak Square,2,846,6711,5677506,56.78,2005,3,5,Unfurnished,No,2026-01-19
Thane,Majiwada,Crystal Heights,3,1499,14236,21339764,213.4,1988,12,34,Furnished,No,2026-01-19
Surat,Udhna,Palace Bloom,2,944,4575,4318800,43.19,2006,7,10,Semi-Furnished,Yes,2026-01-19
Mumbai,Juhu,Amber Court,1,633,29299,18546267,185.46,2009,1,19,Semi-Furnished,No,2026-01-19
Hyderabad,Hitech City,Hill Residency,2,855,4789,4094595,40.95,1988,1,34,Furnished,No,2026-01-19
Chandigarh,Sector 35,Regal Villas,2,984,7978,7850352,78.5,2015,4,20,Semi-Furnished,Yes,2026-01-19
Mohali,Phase 8,Orchid Apartments,2,879,5982,5258178,52.58,2007,2,34,Semi-Furnished,Yes,2026-01-19
Lucknow,Gomti Nagar,Orchid Terrace,2,954,2826,2696004,26.96,2023,3,9,Semi-Furnished,No,2026-01-19
Pune,Baner,Hill Enclave,1,667,8388,5594796,55.95,1993,4,5,Furnished,No,2026-01-19
Noida,Sector 18,Sunrise Garden,2,1095,11921,13053495,130.53,2017,1,23,Semi-Furnished,Yes,2026-01-19
Bengaluru,Jayanagar,Cedar Bay,2,909,9734,8848206,88.48,1985,1,2,Furnished,No,2026-01-19
Pune,Wagholi,Silver Square,3,1618,9770,15807860,158.08,2014,2,13,Unfurnished,No,2026-01-19
Ahmedabad,Bodakdev,Iris Square,1,558,4539,2532762,25.33,1997,14,35,Semi-Furnished,Yes,2026-01-19
Mumbai,Andheri,Urban Terrace,2,1033,29444,30415652,304.16,1990,5,20,Semi-Furnished,No,2026-01-19
Mohali,Sector 68,Lotus Garden,3,1513,7394,11187122,111.87,1989,3,27,Furnished,No,2026-01-19
Chandigarh,Sector 35,Galaxy Square,1,509,6979,3552311,35.52,2023,5,13,Unfurnished,Yes,2026-01-19
Jaipur,Malviya Nagar,Sunrise Enclave,1,641,5824,3733184,37.33,2022,2,31,Semi-Furnished,No,2026-01-19
Thane,Powai,Crown Square,2,826,14193,11723418,117.23,2021,1,35,Semi-Furnished,Yes,2026-01-19
Nagpur,Bajaj Nagar,Regal Terrace,1,623,3466,2159318,21.59,2010,4,17,Unfurnished,No,2026-01-19
Chandigarh,Sector 8C,Pride Grove,2,914,8293,7579802,75.8,2003,2,7,Furnished,Yes,2026-01-19
Chandigarh,Sector 35,Orchid Apartments,2,1130,8042,9087460,90.87,2003,2,14,Furnished,Yes,2026-01-19
Ahmedabad,SG Highway,Pearl Enclave,2,743,4509,3350187,33.5,2022,2,28,Furnished,Yes,2026-01-19
Hyderabad,Banjara Hills,Crystal Arcade,2,1114,7698,8575572,85.76,1990,2,10,Semi-Furnished,No,2026-01-19
Chandigarh,Sector 17,Hill Enclave,2,1127,8929,10062983,100.63,2010,1,11,Semi-Furnished,Yes,2026-01-19
Mumbai,Lower Parel,Maple Square,3,1147,29267,33569249,335.69,2005,2,7,Furnished,No,2026-01-19
Thane,Kolshet,Palace Garden,2,879,17306,15211974,152.12,1986,1,16,Unfurnished,No,2026-01-19
Kolkata,Salt Lake,Orchid Court,2,977,4879,4766783,47.67,1994,2,29,Furnished,No,2026-01-19
Vadodara,Vasna,Sunrise Arcade,3,1621,4171,6761191,67.61,2014,2,15,Unfurnished,Yes,2026-01-19
Noida,Sector 18,Oak Plaza,2,1117,8322,9295674,92.96,2021,3,11,Furnished,Yes,2026-01-19
Delhi,Saket,Palace Bloom,3,1510,16128,24353280,243.53,1989,8,32,Semi-Furnished,Yes,2026-01-19
Noida,Sector 137,Crystal Villas,1,598,7406,4428788,44.29,2024,2,4,Furnished,Yes,2026-01-19
Delhi,Dwarka,Crystal Enclave,2,1179,12337,14545323,145.45,1999,1,15,Unfurnished,No,2026-01-19
Thane,Wagle Estate,Lotus Residency,2,952,17273,16443896,164.44,1994,2,27,Semi-Furnished,Yes,2026-01-19
Coimbatore,Gandhipuram,Sunrise Grove,4,2243,4096,9187328,91.87,1988,3,15,Unfurnished,No,2026-01-19
Nagpur,Trimurti Nagar,Vista Apartments,1,491,3243,1592313,15.92,1986,4,7,Unfurnished,Yes,2026-01-19
Thane,Powai,Amber Apartments,2,935,11630,10874050,108.74,1990,1,23,Unfurnished,No,2026-01-19
Mumbai,Andheri,Galaxy Court,2,953,33887,32294311,322.94,1993,3,17,Furnished,No,2026-01-19
Thane,Wagle Estate,Sunrise Enclave,2,995,13098,13032510,130.33,2002,6,24,Furnished,No,2026-01-19
Chennai,Besant Nagar,Crown Square,2,841,6107,5135987,51.36,2018,3,4,Semi-Furnished,Yes,2026-01-19
Ahmedabad,Satellite,Regal Heights,2,1127,4624,5211248,52.11,1990,2,20,Semi-Furnished,No,2026-01-19
Lucknow,Rajajipuram,Palace Square,1,460,2779,1278340,12.78,2011,3,14,Furnished,No,2026-01-19
Chandigarh,Sector 43,Crystal Grove,2,1172,8910,10442520,104.43,2024,11,29,Unfurnished,Yes,2026-01-19
Bengaluru,Electronic City,Maple Square,2,844,9564,8072016,80.72,1992,2,11,Semi-Furnished,Yes,2026-01-19
Hyderabad,Madhapur,Crown Plaza,1,701,7606,5331806,53.32,2016,3,6,Furnished,Yes,2026-01-19
Thane,Bhayandar,Palace Arcade,2,922,15365,14166530,141.67,2008,12,21,Unfurnished,Yes,2026-01-19
Noida,Greater Noida,Iris Bay,3,1513,8401,12710713,127.11,1997,7,22,Furnished,Yes,2026-01-19
Coimbatore,Kovaipudur,Sky Apartments,2,911,3041,2770351,27.7,2014,4,17,Semi-Furnished,No,2026-01-19
Pune,Koregaon Park,Sky Bay,1,594,7427,4411638,44.12,1988,1,35,Semi-Furnished,No,2026-01-19
Delhi,Karol Bagh,Maple Bloom,2,1067,11229,11981343,119.81,1996,2,23,Semi-Furnished,No,2026-01-19
Thane,Majiwada,Silver Terrace,3,1441,19124,27557684,275.58,2006,1,19,Semi-Furnished,No,2026-01-19
Coimbatore,Singanallur,Green Bloom,3,1513,3749,5672237,56.72,2006,23,32,Unfurnished,No,2026-01-19
Hyderabad,Banjara Hills,Crystal Plaza,2,798,5953,4750494,47.5,1988,5,35,Unfurnished,No,2026-01-19
Mumbai,Versova,Galaxy Bloom,2,1107,28428,31469796,314.7,2019,2,11,Furnished,No,2026-01-19
Mumbai,Juhu,Green Residency,3,1491,32498,48454518,484.55,2005,5,31,Unfurnished,No,2026-01-19
Nagpur,Bajaj Nagar,Crystal Enclave,4,2197,2490,5470530,54.71,2004,2,14,Furnished,Yes,2026-01-19
Vadodara,Race Course,Palace Apartments,2,911,3294,3000834,30.01,2009,1,31,Furnished,Yes,2026-01-19
Bengaluru,Koramangala,Palace Bloom,2,906,11973,10847538,108.48,1994,2,31,Semi-Furnished,Yes,2026-01-19
Mumbai,BKC,Green Residency,3,1188,22567,26809596,268.1,1995,16,27,Furnished,Yes,2026-01-19
Gurgaon,Sohna Road,Vista Residency,1,533,12657,6746181,67.46,2017,2,22,Unfurnished,No,2026-01-19
Indore,Vijay Nagar,Royal Residency,1,502,3601,1807702,18.08,1997,2,24,Unfurnished,Yes,2026-01-19
Thane,Bhayandar,Ocean Terrace,1,678,18289,12399942,124.0,1988,1,23,Semi-Furnished,No,2026-01-19
Indore,Bhawar Kuan,Lotus Bay,2,919,3019,2774461,27.74,2019,1,32,Furnished,No,2026-01-19
Chennai,T Nagar,Orchid Bay,1,474,6029,2857746,28.58,2005,2,10,Unfurnished,Yes,2026-01-19
Mumbai,Juhu,Silver Villas,2,1133,32332,36632156,366.32,2019,9,21,Unfurnished,Yes,2026-01-19
Noida,Sector 137,Green Garden,3,1275,9994,12742350,127.42,1991,1,1,Semi-Furnished,No,2026-01-19
Pune,Camp,Orchid Terrace,2,863,5623,4852649,48.53,2024,2,9,Furnished,No,2026-01-19
Mumbai,Lower Parel,Hill Plaza,1,664,23245,15434680,154.35,2023,4,18,Furnished,No,2026-01-19
Chennai,Adyar,Iris Apartments,3,1914,6913,13231482,132.31,1998,3,27,Semi-Furnished,No,2026-01-19
Ahmedabad,Navrangpura,Regal Apartments,2,819,5639,4618341,46.18,1993,1,5,Semi-Furnished,Yes,2026-01-19
Chandigarh,Sector 8C,Oak Arcade,1,513,7012,3597156,35.97,1996,11,28,Semi-Furnished,No,2026-01-19
Mumbai,Powai,Pride Plaza,1,558,21491,11991978,119.92,2008,3,35,Furnished,Yes,2026-01-19
Mumbai,BKC,Green Villas,2,610,21873,13342530,133.43,2002,2,7,Semi-Furnished,No,2026-01-19
Mohali,Phase 3B2,Sky Heights,3,1307,7286,9522802,95.23,1995,1,35,Semi-Furnished,No,2026-01-19
Surat,Udhna,Ocean Villas,2,983,3342,3285186,32.85,2006,3,4,Semi-Furnished,Yes,2026-01-19
Bengaluru,Indiranagar,Regal Court,1,471,10044,4730724,47.31,2013,2,14,Semi-Furnished,Yes,2026-01-19
Thane,Wagle Estate,Ocean Square,3,1511,10406,15723466,157.23,1993,3,30,Furnished,No,2026-01-19
Vadodara,Race Course,Urban Terrace,1,582,4364,2539848,25.4,2001,1,18,Unfurnished,No,2026-01-19
Thane,Ghodbunder Road,Royal Garden,2,1031,15568,16050608,160.51,2015,2,12,Unfurnished,Yes,2026-01-19
Mumbai,Bandra,Galaxy Bay,4,2236,25454,56915144,569.15,1986,2,19,Furnished,No,2026-01-19
Mumbai,BKC,Orchid Garden,2,1077,29048,31284696,312.85,1985,1,2,Semi-Furnished,No,2026-01-19
Vadodara,Race Course,Vista Grove,2,1180,4534,5350120,53.5,2023,3,5,Semi-Furnished,Yes,2026-01-19
Indore,Vijay Nagar,Oak Bloom,3,1507,2799,4218093,42.18,2020,2,26,Furnished,No,2026-01-19
Pune,Kharadi,Green Apartments,1,703,10473,7362519,73.63,1998,1,13,Semi-Furnished,No,2026-01-19
Chennai,Adyar,Royal Garden,1,587,8812,5172644,51.73,1998,1,10,Semi-Furnished,Yes,2026-01-19
Indore,Rau,Orchid Square,3,1432,4080,5842560,58.43,1996,8,26,Semi-Furnished,Yes,2026-01-19
Pune,Baner,Green Square,3,1586,7083,11233638,112.34,1985,3,8,Unfurnished,No,2026-01-19
Mumbai,Bandra,Pearl Court,1,617,27005,16662085,166.62,1986,5,18,Semi-Furnished,Yes,2026-01-19
Noida,Greater Noida,Iris Arcade,2,1253,8154,10216962,102.17,2020,7,21,Furnished,No,2026-01-19
Hyderabad,Kukatpally,Vista Enclave,4,2526,5655,14284530,142.85,2023,4,21,Semi-Furnished,Yes,2026-01-19
Thane,Ghodbunder Road,Oak Bay,3,1318,12357,16286526,162.87,2015,8,35,Unfurnished,Yes,2026-01-19
Noida,Sector 137,Iris Plaza,2,1002,8589,8606178,86.06,2019,4,14,Unfurnished,No,2026-01-19
Gurgaon,Sector 14,Oak Enclave,2,868,13321,11562628,115.63,1989,1,31,Unfurnished,Yes,2026-01-19
Nagpur,Trimurti Nagar,Palace Enclave,2,615,4201,2583615,25.84,1995,1,7,Furnished,Yes,2026-01-19
Ahmedabad,Maninagar,Regal Garden,4,2490,4561,11356890,113.57,1998,2,5,Semi-Furnished,No,2026-01-19
Gurgaon,Sector 14,Sky Court,3,1437,10766,15470742,154.71,2005,2,32,Furnished,No,2026-01-19
Ahmedabad,Satellite,Hill Terrace,2,900,6139,5525100,55.25,2015,5,8,Semi-Furnished,No,2026-01-19
Vadodara,Manjalpur,Orchid Terrace,2,1014,3446,3494244,34.94,2007,3,9,Unfurnished,No,2026-01-19
Thane,Wagle Estate,Royal Garden,2,1109,14304,15863136,158.63,2019,3,3,Semi-Furnished,Yes,2026-01-19
Vadodara,Akota,Silver Plaza,3,1766,3000,5298000,52.98,2014,12,19,Semi-Furnished,No,2026-01-19
Mumbai,Juhu,Sunrise Plaza,3,1565,20596,32232740,322.33,2005,3,17,Semi-Furnished,No,2026-01-19
Pune,Hinjewadi,Pride Arcade,2,948,8673,8222004,82.22,2017,2,15,Unfurnished,No,2026-01-19
Hyderabad,Banjara Hills,Hill Bloom,4,2627,6758,17753266,177.53,2013,1,13,Semi-Furnished,Yes,2026-01-19
Mumbai,Andheri,Crystal Arcade,2,946,24688,23354848,233.55,2007,11,29,Unfurnished,No,2026-01-19
Chandigarh,Sector 21,Pride Square,3,1514,7047,10669158,106.69,1997,3,18,Unfurnished,Yes,2026-01-19
Mohali,Sector 70,Oak Heights,1,639,5111,3265929,32.66,2006,2,21,Semi-Furnished,Yes,2026-01-19
Hyderabad,Banjara Hills,Urban Terrace,1,592,4894,2897248,28.97,1994,3,15,Furnished,Yes,2026-01-19
Hyderabad,Banjara Hills,Green Terrace,3,1349,6461,8715889,87.16,2011,3,5,Unfurnished,Yes,2026-01-19
Noida,Sector 76,Galaxy Square,1,556,10105,5618380,56.18,2017,2,35,Unfurnished,No,2026-01-19
Mumbai,Bandra,Iris Heights,2,987,25809,25473483,254.73,2003,7,30,Semi-Furnished,No,2026-01-19
Mumbai,Versova,Cedar Square,1,498,30384,15131232,151.31,2022,15,25,Furnished,Yes,2026-01-19
Mumbai,Bandra,Regal Terrace,3,1819,22854,41571426,415.71,2019,3,30,Semi-Furnished,Yes,2026-01-19
Thane,Kolshet,Regal Court,3,1590,16922,26905980,269.06,2016,14,24,Unfurnished,No,2026-01-19
Hyderabad,Madhapur,Palace Enclave,3,1435,4551,6530685,65.31,2006,3,35,Unfurnished,Yes,2026-01-19
Coimbatore,Peelamedu,Palace Court,2,992,3719,3689248,36.89,2005,9,32,Unfurnished,No,2026-01-19
Mumbai,Lower Parel,Crystal Arcade,1,527,26206,13810562,138.11,2009,2,29,Furnished,Yes,2026-01-19
Gurgaon,Sohna Road,Royal Apartments,2,1089,8488,9243432,92.43,1985,3,3,Semi-Furnished,No,2026-01-19
Chennai,Anna Nagar,Royal Grove,4,1642,7734,12699228,126.99,2006,7,26,Semi-Furnished,No,2026-01-19
Gurgaon,Sector 56,Pearl Court,1,427,10053,4292631,42.93,2004,1,20,Semi-Furnished,No,2026-01-19
Chennai,OMR,Ocean Grove,3,1473,6166,9082518,90.83,1987,2,34,Furnished,Yes,2026-01-19
Nagpur,Ramdaspeth,Pearl Square,3,1620,2892,4685040,46.85,1992,8,34,Unfurnished,No,2026-01-19
Delhi,Dwarka,Oak Heights,1,567,11014,6244938,62.45,2022,2,16,Unfurnished,No,2026-01-19
Thane,Kolshet,Sunrise Heights,2,1113,11735,13061055,130.61,2012,5,18,Unfurnished,Yes,2026-01-19
Jaipur,C Scheme,Amber Court,2,943,4775,4502825,45.03,1986,1,16,Semi-Furnished,No,2026-01-19
Lucknow,Indira Nagar,Pride Bay,1,465,3321,1544265,15.44,2023,2,17,Furnished,No,2026-01-19
Chennai,Velachery,Pearl Villas,2,875,5986,5237750,52.38,2004,6,16,Semi-Furnished,Yes,2026-01-19
Chandigarh,Sector 35,Amber Apartments,3,1320,8746,11544720,115.45,2001,1,8,Furnished,Yes,2026-01-19
Vadodara,Akota,Lotus Grove,2,971,4352,4225792,42.26,2016,3,16,Semi-Furnished,Yes,2026-01-19
Indore,Vijay Nagar,Oak Terrace,1,547,2853,1560591,15.61,2000,3,4,Furnished,Yes,2026-01-19
Mumbai,Andheri,Pride Square,3,1577,25700,40528900,405.29,1994,7,30,Semi-Furnished,No,2026-01-19
Chandigarh,Sector 9,Royal Bay,2,985,7497,7384545,73.85,2008,1,22,Semi-Furnished,No,2026-01-19
Chennai,T Nagar,Galaxy Apartments,3,1214,4952,6011728,60.12,2012,5,30,Furnished,No,2026-01-19
Noida,Sector 62,Crystal Plaza,4,2469,7158,17673102,176.73,1995,2,35,Unfurnished,Yes,2026-01-19
Noida,Sector 50,Urban Heights,2,994,10224,10162656,101.63,2024,3,32,Furnished,Yes,2026-01-19
Bengaluru,Jayanagar,Galaxy Court,1,713,10597,7555661,75.56,2013,1,31,Furnished,Yes,2026-01-19
Chandigarh,Sector 8C,Oak Grove,2,1049,7146,7496154,74.96,2007,2,9,Unfurnished,Yes,2026-01-19
Noida,Sector 137,Orchid Garden,1,399,7608,3035592,30.36,2014,4,16,Furnished,Yes,2026-01-19
Delhi,Karol Bagh,Cedar Arcade,1,722,10683,7713126,77.13,1987,3,23,Furnished,No,2026-01-19
Chandigarh,Sector 8C,Cedar Heights,1,489,6422,3140358,31.4,1986,5,18,Semi-Furnished,Yes,2026-01-19
Chandigarh,Sector 9,Orchid Apartments,3,1485,8974,13326390,133.26,2007,5,28,Furnished,No,2026-01-19
Thane,Powai,Cedar Square,1,622,12815,7970930,79.71,1994,2,34,Unfurnished,No,2026-01-19
Gurgaon,Sector 56,Amber Heights,3,1598,9702,15503796,155.04,2019,3,28,Unfurnished,Yes,2026-01-19
Chennai,Anna Nagar,Royal Square,2,1044,7644,7980336,79.8,1985,3,16,Unfurnished,No,2026-01-19
Thane,Powai,Lotus Plaza,1,731,11497,8404307,84.04,1993,14,25,Unfurnished,Yes,2026-01-19
Chandigarh,Sector 8C,Oak Grove,3,1506,8189,12332634,123.33,2003,1,31,Semi-Furnished,Yes,2026-01-19
Hyderabad,Begumpet,Regal Residency,2,852,6277,5348004,53.48,2012,5,17,Unfurnished,No,2026-01-19
Noida,Greater Noida,Regal Residency,2,976,8060,7866560,78.67,2018,3,17,Unfurnished,No,2026-01-19
Noida,Sector 62,Crystal Villas,2,1039,9168,9525552,95.26,2016,3,32,Semi-Furnished,Yes,2026-01-19
Indore,Palasia,Galaxy Arcade,3,1097,3115,3417155,34.17,1998,18,31,Semi-Furnished,Yes,2026-01-19
Lucknow,Hazratganj,Ocean Bay,3,1278,2947,3766266,37.66,2020,14,18,Unfurnished,No,2026-01-19
Delhi,Lajpat Nagar,Silver Grove,3,1446,11363,16430898,164.31,1991,12,17,Semi-Furnished,No,2026-01-19
Delhi,Vasant Kunj,Iris Heights,1,665,12987,8636355,86.36,1992,1,8,Semi-Furnished,No,2026-01-19
Nagpur,Dhantoli,Orchid Terrace,3,1344,3732,5015808,50.16,1985,2,2,Furnished,Yes,2026-01-19
Thane,Wagle Estate,Silver Residency,2,746,12475,9306350,93.06,1988,1,31,Furnished,Yes,2026-01-19
Chennai,Besant Nagar,Orchid Arcade,2,1079,7956,8584524,85.85,1988,6,34,Furnished,No,2026-01-19
Hyderabad,Gachibowli,Pride Court,3,1480,6530,9664400,96.64,1999,5,10,Semi-Furnished,Yes,2026-01-19
Chennai,T Nagar,Pride Plaza,1,484,7442,3601928,36.02,1986,3,14,Furnished,Yes,2026-01-19
Surat,Udhna,Cedar Grove,2,876,4060,3556560,35.57,1992,2,26,Unfurnished,Yes,2026-01-19
Bengaluru,Jayanagar,Galaxy Bloom,3,1287,12872,16566264,165.66,1993,4,23,Semi-Furnished,No,2026-01-19
Hyderabad,Gachibowli,Galaxy Residency,1,493,6972,3437196,34.37,2021,3,7,Furnished,Yes,2026-01-19
Thane,Kolshet,Royal Arcade,2,944,15495,14627280,146.27,2008,1,18,Semi-Furnished,Yes,2026-01-19
Chandigarh,Sector 21,Oak Heights,3,1253,8769,10987557,109.88,2000,10,19,Semi-Furnished,Yes,2026-01-19
Chennai,Anna Nagar,Iris Bay,2,985,6621,6521685,65.22,2007,5,16,Furnished,Yes,2026-01-19
Gurgaon,Sohna Road,Green Villas,3,1253,8381,10501393,105.01,1987,2,18,Furnished,No,2026-01-19
Bengaluru,Jayanagar,Lotus Villas,4,1744,11242,19606048,196.06,2019,19,34,Furnished,Yes,2026-01-19
Delhi,Lajpat Nagar,Regal Bloom,2,1056,13557,14316192,143.16,1989,8,24,Unfurnished,No,2026-01-19
Jaipur,Vaishali Nagar,Royal Enclave,2,892,4272,3810624,38.11,1991,4,23,Furnished,Yes,2026-01-19
Lucknow,Hazratganj,Royal Heights,2,852,3061,2607972,26.08,2012,5,30,Semi-Furnished,No,2026-01-19
Kolkata,Alipore,Cedar Bay,3,1498,4251,6367998,63.68,2021,1,30,Semi-Furnished,Yes,2026-01-19
Jaipur,Malviya Nagar,Royal Apartments,1,671,5085,3412035,34.12,1994,1,14,Semi-Furnished,No,2026-01-19
Vadodara,Race Course,Pearl Garden,2,1142,4483,5119586,51.2,1992,3,29,Unfurnished,No,2026-01-19
Chennai,Velachery,Cedar Bay,3,1485,6108,9070380,90.7,1990,5,10,Furnished,No,2026-01-19
Pune,Camp,Orchid Villas,2,1057,9360,9893520,98.94,1996,5,22,Unfurnished,Yes,2026-01-19
Thane,Kolshet,Sky Bloom,2,741,15503,11487723,114.88,1997,1,13,Semi-Furnished,No,2026-01-19
Bengaluru,Indiranagar,Pride Apartments,2,730,8066,5888180,58.88,2011,7,18,Furnished,Yes,2026-01-19
Lucknow,Indira Nagar,Orchid Villas,4,2710,3330,9024300,90.24,2010,2,9,Semi-Furnished,Yes,2026-01-19
Thane,Ghodbunder Road,Lotus Villas,2,959,11301,10837659,108.38,2011,1,23,Semi-Furnished,Yes,2026-01-19
Mumbai,Juhu,Orchid Villas,2,1072,23234,24906848,249.07,2001,4,28,Semi-Furnished,Yes,2026-01-19
Mumbai,Lower Parel,Palace Apartments,4,2421,25326,61314246,613.14,2004,2,15,Unfurnished,Yes,2026-01-19
Bengaluru,Electronic City,Maple Plaza,3,1847,11127,20551569,205.52,2012,3,30,Unfurnished,Yes,2026-01-19
Bengaluru,Whitefield,Pearl Villas,2,874,8992,7859008,78.59,2003,4,12,Unfurnished,No,2026-01-19
Thane,Bhayandar,Hill Grove,2,1272,13041,16588152,165.88,2010,3,30,Semi-Furnished,No,2026-01-19
Coimbatore,RS Puram,Vista Enclave,3,1482,4474,6630468,66.3,2022,7,18,Furnished,No,2026-01-19
Mumbai,BKC,Oak Heights,4,2455,30466,74794030,747.94,2006,10,28,Furnished,No,2026-01-19
Ahmedabad,SG Highway,Pride Heights,1,733,4571,3350543,33.51,2009,2,28,Semi-Furnished,No,2026-01-19
Nagpur,Dhantoli,Maple Terrace,3,1430,2727,3899610,39.0,2003,6,19,Furnished,Yes,2026-01-19
Delhi,Vasant Kunj,Iris Bloom,2,953,12567,11976351,119.76,2002,2,31,Unfurnished,No,2026-01-19
Gurgaon,DLF Phase 1,Hill Terrace,3,1459,11345,16552355,165.52,2001,1,27,Semi-Furnished,Yes,2026-01-19
Delhi,Lajpat Nagar,Regal Enclave,1,662,11189,7407118,74.07,2007,2,28,Furnished,Yes,2026-01-19
Thane,Powai,Amber Terrace,2,986,15611,15392446,153.92,2019,2,35,Unfurnished,No,2026-01-19
Pune,Koregaon Park,Maple Enclave,2,789,9705,7657245,76.57,1997,2,16,Furnished,Yes,2026-01-19
Nagpur,Sitabuldi,Sunrise Garden,2,856,2613,2236728,22.37,2013,1,23,Unfurnished,Yes,2026-01-19
Ahmedabad,Bodakdev,Crystal Villas,3,1791,5327,9540657,95.41,1991,2,3,Furnished,Yes,2026-01-19
Ahmedabad,Navrangpura,Green Bloom,4,2050,5585,11449250,114.49,2002,2,9,Furnished,Yes,2026-01-19
Jaipur,C Scheme,Lotus Arcade,4,2128,4737,10080336,100.8,2020,2,2,Semi-Furnished,Yes,2026-01-19
Lucknow,Rajajipuram,Green Square,2,939,3908,3669612,36.7,1987,4,16,Furnished,Yes,2026-01-19
Chennai,Adyar,Pride Bloom,2,1035,7506,7768710,77.69,1999,4,6,Semi-Furnished,No,2026-01-19
Thane,Bhayandar,Iris Grove,3,1529,12050,18424450,184.24,2010,1,24,Unfurnished,Yes,2026-01-19
Thane,Kolshet,Cedar Court,1,580,15547,9017260,90.17,1997,4,22,Unfurnished,No,2026-01-19
Hyderabad,Hitech City,Pride Terrace,2,814,5962,4853068,48.53,1990,3,11,Unfurnished,Yes,2026-01-19
Mumbai,BKC,Sunrise Grove,2,936,29311,27435096,274.35,1996,1,33,Unfurnished,Yes,2026-01-19
Delhi,Lajpat Nagar,Pride Bloom,1,586,15679,9187894,91.88,1999,1,20,Furnished,No,2026-01-19
Coimbatore,Gandhipuram,Crystal Apartments,3,1497,3613,5408661,54.09,2024,6,12,Furnished,No,2026-01-19
Lucknow,Chinhat,Maple Enclave,2,964,4330,4174120,41.74,2023,11,16,Unfurnished,No,2026-01-19
Gurgaon,Sector 14,Ocean Enclave,2,855,8241,7046055,70.46,2023,3,22,Unfurnished,Yes,2026-01-19
Bengaluru,Electronic City,Sky Terrace,3,1446,11237,16248702,162.49,2010,3,19,Semi-Furnished,No,2026-01-19
Gurgaon,Sector 56,Palace Arcade,3,1461,8237,12034257,120.34,2000,2,23,Unfurnished,Yes,2026-01-19
Vadodara,Alkapuri,Regal Bloom,2,923,3378,3117894,31.18,2003,13,27,Semi-Furnished,No,2026-01-19
Chennai,Adyar,Crystal Bay,2,689,7189,4953221,49.53,2006,3,33,Furnished,Yes,2026-01-19
Mumbai,Versova,Amber Heights,2,1013,26837,27185881,271.86,1996,1,3,Semi-Furnished,Yes,2026-01-19
Vadodara,Vasna,Lotus Villas,2,1002,3593,3600186,36.0,2013,3,10,Unfurnished,Yes,2026-01-19
Bengaluru,Hebbal,Sunrise Square,2,1041,10552,10984632,109.85,1992,1,35,Unfurnished,No,2026-01-19
Mumbai,Lower Parel,Pride Villas,4,2548,28600,72872800,728.73,2012,1,6,Unfurnished,Yes,2026-01-19
Bengaluru,Koramangala,Galaxy Square,3,1654,11263,18629002,186.29,2021,3,14,Semi-Furnished,No,2026-01-19
Mumbai,Bandra,Crystal Enclave,3,1467,23739,34825113,348.25,2021,1,21,Unfurnished,Yes,2026-01-19
Bengaluru,Hebbal,Amber Court,2,881,10165,8955365,89.55,2000,2,15,Semi-Furnished,No,2026-01-19
